name,coordinates,local_government,fill_rate,landfill_site,waste_type,total_volume,facility_status,title
瑞浪市不燃物埋立処分場,"[137.254608, 35.361736]",瑞浪市(岐阜県),77,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,145900,埋立中,岐阜県瑞浪市
羽島市最終処分場,"[136.702713, 35.319489]",羽島市(岐阜県),23,平地,焼却残渣,35100,埋立中,岐阜県羽島市
恵那市一般廃棄物最終処分場,"[137.412827, 35.449322]",恵那市(岐阜県),50,山間,破砕ごみ・中間処理残査・焼却残渣,35000,埋立中,岐阜県恵那市
美濃加茂市一般廃棄物埋立処分場,"[137.015549, 35.440277]",美濃加茂市(岐阜県),4,山間,不燃ごみ,159600,埋立中,岐阜県美濃加茂市
土岐市最終処分場,"[137.182999, 35.352261]",土岐市(岐阜県),25,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,907000,埋立中,岐阜県土岐市
各務原市大伊木一般廃棄物最終処分場,"[136.841873, 35.376415]",各務原市(岐阜県),99,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,190355,埋立中,岐阜県各務原市大佐野町
可児市一般廃棄物埋立処分場,"[137.06102, 35.426125]",可児市(岐阜県),19,山間,直接搬入ごみ,40517,埋立中,岐阜県可児市
海津町一般廃棄物最終処分場,"[136.637131, 35.220509]",海津町(岐阜県),100,水面,その他・破砕ごみ・中間処理残査,204000,埋立中,岐阜県海津郡
南濃町戸田処分場,"[136.58757, 35.239662]",南濃町(岐阜県),79,水面,不燃ごみ,25031,埋立中,岐阜県海津市南濃町戸田
養老町一般廃棄物最終処分場,"[136.77153, 35.443748]",養老町(岐阜県),57,平地,不燃ごみ,39029,埋立中,岐阜県岐阜市養老町一丁目
垂井町矢取一般廃棄物最終処分場,"[136.537964, 35.366249]",垂井町(岐阜県),-32,平地,焼却残渣,2800,埋立中,岐阜県垂井町
垂井町葉生埋立処分場,"[136.537964, 35.366249]",垂井町(岐阜県),63,山間,不燃ごみ,5480,埋立中,岐阜県垂井町
関ヶ原町焼却灰捨場,"[136.46701, 35.365536]",関ヶ原町(岐阜県),79,山間,その他・焼却残渣,4740,埋立中,岐阜県関ケ原町
関ヶ原町笹尾埋立処分場,"[136.46701, 35.365536]",関ヶ原町(岐阜県),40,山間,不燃ごみ,3142,埋立中,岐阜県関ケ原町
輪之内町一般廃棄物最終処分場,"[136.637527, 35.285088]",輪之内町(岐阜県),95,平地,直接搬入ごみ,10663,埋立中,岐阜県安八郡輪之内町
安八町最終処分場,"[136.665436, 35.335388]",安八町(岐阜県),38,平地,その他,5471,埋立中,岐阜県安八郡安八町
大野町不燃物処分場,"[136.81691, 35.389774]",大野町(岐阜県),100,平地,不燃ごみ,28300,埋立中,岐阜県各務原市大野町
池田町小寺不燃物処理場,"[136.541428, 35.43906]",池田町(岐阜県),97,山間,不燃ごみ,21261,埋立中,岐阜県池田町小寺
北方町衛生センター,"[136.6138, 35.395832]",北方町(岐阜県),2,平地,焼却残渣,3809,埋立中,岐阜県大垣市北方町
本巣町神海不燃物埋立処分場,"[136.678604, 35.483055]",本巣町(岐阜県),100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,25500,埋立終了,岐阜県本巣郡
本巣町神海（梶脇）不燃物埋立処理場,"[136.678604, 35.483055]",本巣町(岐阜県),20,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,27600,埋立中,岐阜県本巣郡
八幡町埋立場,"[136.763168, 35.36961]",八幡町(岐阜県),35,平地,不燃ごみ,17370,埋立中,岐阜県笠松町八幡町
大和町不燃物処分場,"[136.766312, 35.430626]",大和町(岐阜県),46,山間,不燃ごみ・その他,8504,埋立中,岐阜県岐阜市大和町
八百津町錦織一般廃棄物埋立処分場,"[137.152222, 35.464912]",八百津町(岐阜県),6,山間,その他,42000,埋立中,岐阜県八百津町錦織
八百津町久田見一般廃棄物埋立処分場,"[137.18486, 35.519463]",八百津町(岐阜県),1,山間,その他,18000,埋立中,岐阜県八百津町久田見
御嵩町一般廃棄物埋立処分場,"[137.130829, 35.434444]",御嵩町(岐阜県),3,山間,不燃ごみ・直接搬入ごみ,29860,埋立中,岐阜県可児郡御嵩町
兼山町一般廃棄物埋立処分場,"[137.093307, 35.457565]",兼山町(岐阜県),3,山間,不燃ごみ,2000,埋立中,岐阜県可児市兼山
笠原町クリーンセンター管理型埋立処分施設,"[137.160492, 35.293427]",笠原町(岐阜県),6,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,30000,埋立中,岐阜県多治見市笠原町
笠原町クリーンセンター安定型埋立処分施設,"[137.160492, 35.293427]",笠原町(岐阜県),72,山間,不燃ごみ・直接搬入ごみ,1451795,埋立中,岐阜県多治見市笠原町
付知町不燃物埋立場,"[137.439575, 35.664539]",付知町(岐阜県),21,山間,不燃ごみ,14000,埋立中,岐阜県中津川市付知町
岩村町最終処分場,"[137.439255, 35.36018]",岩村町(岐阜県),15,山間,不燃ごみ,35600,埋立中,岐阜県恵那市岩村町
山岡町原埋立地,"[137.355087, 35.328121]",山岡町(岐阜県),77,山間,直接搬入ごみ,63282,埋立中,岐阜県恵那市山岡町原
明智町大久手不燃物処理場,"[137.395782, 35.298233]",明智町(岐阜県),93,山間,不燃ごみ,80400,埋立中,岐阜県恵那市明智町
串原村最終処分場,"[137.422897, 35.261421]",串原村(岐阜県),31,山間,粗大ごみ,1950,埋立中,岐阜県恵那市串原
上矢作町一般廃棄物埋立場,"[137.534012, 35.338909]",上矢作町(岐阜県),46,山間,不燃ごみ,1242,埋立中,岐阜県恵那市上矢作町
金山町埋立処分場,"[137.128998, 35.332466]",金山町(岐阜県),91,平地,その他,126465,埋立中,岐阜県多治見市金山町
古川町杉崎埋立地,"[137.162994, 36.261166]",古川町(岐阜県),100,平地,不燃ごみ,3600,埋立終了,岐阜県飛騨市古川町杉崎
岐阜市羽島郡衛生施設組合三輪小脇粥川第２処分場,"[136.744843, 35.413452]",岐阜市羽島郡衛生施設組合(岐阜県),99,平地,焼却残渣,35313,埋立中,岐阜県岐阜市羽衣町
恵那郡北部衛生施設利用組合恵北一般廃棄物最終処分場,"[137.412827, 35.449322]",恵那郡北部衛生施設利用組合(岐阜県),65,山間,焼却残渣,8269,埋立中,岐阜県恵那郡
中濃地域広域行政事務組合一般廃棄物最終処分場,"[136.65506, 35.314396]",中濃地域広域行政事務組合(岐阜県),76,山間,破砕ごみ・中間処理残査・焼却残渣,99000,埋立中,岐阜県安八町中
静岡市沼上最終処分場,"[138.382782, 34.975555]",静岡市(静岡県),53,山間,破砕ごみ・中間処理残査・焼却残渣,750000,埋立中,静岡県静岡市
浜松市呉松埋立処分地,"[137.726303, 34.710808]",浜松市(静岡県),100,山間,不燃ごみ,100000,埋立終了,静岡県浜松市
浜松市静ヶ谷最終処分場,"[137.726303, 34.710808]",浜松市(静岡県),100,山間,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,660000,埋立終了,静岡県浜松市
浜松市平和最終処分場,"[137.726303, 34.710808]",浜松市(静岡県),64,山間,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,741600,埋立中,静岡県浜松市
浜松市和光埋立処分地,"[137.726303, 34.710808]",浜松市(静岡県),100,山間,不燃ごみ,121000,埋立終了,静岡県浜松市
沼津市最終処分場第２期処分地,"[138.863617, 35.095554]",沼津市(静岡県),70,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,102990,埋立中,静岡県沼津市
沼津市最終処分場第１期処分地,"[138.863617, 35.095554]",沼津市(静岡県),100,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,108049,埋立終了,静岡県沼津市
清水市一般廃棄物貝島最終処分場,"[138.902771, 35.09903]",清水市(静岡県),55,海面,不燃ごみ・その他・焼却残渣,246000,埋立中,静岡県駿東郡清水町
熱海市姫の尾最終処分場,"[139.071747, 35.096352]",熱海市(静岡県),100,山間,焼却残渣,31050,埋立終了,静岡県熱海市
熱海市姫の沢最終処分場,"[139.071747, 35.096352]",熱海市(静岡県),59,山間,その他・破砕ごみ・中間処理残査・焼却残渣,95300,埋立中,静岡県熱海市
熱海市笹尻最終処分場,"[139.060944, 35.111767]",熱海市(静岡県),100,山間,不燃ごみ・焼却残渣,58265,埋立終了,静岡県熱海市笹良ヶ台町
三島市一般廃棄物埋立処分場（第２）,"[138.912567, 35.124771]",三島市(静岡県),100,山間,破砕ごみ・中間処理残査・焼却残渣,10948,埋立終了,静岡県三島市一番町
三島市一般廃棄物埋立処分場（第３）,"[138.912567, 35.124771]",三島市(静岡県),28,山間,破砕ごみ・中間処理残査・焼却残渣,81630,埋立中,静岡県三島市一番町
三島市一般廃棄物埋立処分場（第１）,"[138.912567, 35.124771]",三島市(静岡県),100,山間,破砕ごみ・中間処理残査・焼却残渣,177000,埋立終了,静岡県三島市一番町
富士宮市籠場一般廃棄物最終処分場,"[138.621613, 35.221977]",富士宮市(静岡県),40,山間,直接搬入ごみ,5010,埋立中,静岡県富士宮市
伊東市御石ケ沢最終処分場,"[139.101944, 34.965832]",伊東市(静岡県),23,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,78000,埋立中,静岡県伊東市
伊東市御石ヶ沢最終処分場,"[139.101944, 34.965832]",伊東市(静岡県),100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,363746,埋立終了,静岡県伊東市
島田市一般廃棄物最終処分場,"[138.176117, 34.836388]",島田市(静岡県),73,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,290000,埋立中,静岡県島田市
富士市一般廃棄物最終処分場,"[138.702591, 35.192596]",富士市(静岡県),100,山間,焼却残渣,58109,埋立中,静岡県富士市一色
磐田市一般廃棄物最終処分場,"[137.83577, 34.723446]",磐田市(静岡県),28,山間,不燃ごみ,117825,埋立中,静岡県磐田市一言
焼津市中根新田最終処分場,"[138.294373, 34.832737]",焼津市(静岡県),100,平地,その他,16015,埋立終了,静岡県焼津市中根新田
焼津市田尻最終処分場,"[138.324997, 34.828014]",焼津市(静岡県),1,平地,その他,3408,埋立中,静岡県焼津市田尻
掛川市一般廃棄物最終処分場第２期分,"[137.998367, 34.768814]",掛川市(静岡県),66,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,256600,埋立中,静岡県掛川市
掛川市一般廃棄物最終処分場第１期分,"[137.998367, 34.768814]",掛川市(静岡県),100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,176400,埋立終了,静岡県掛川市
藤枝市兵太夫一般廃棄物埋立処分場,"[138.279785, 34.847153]",藤枝市(静岡県),96,平地,その他・破砕ごみ・中間処理残査,16938,埋立中,静岡県藤枝市兵太夫１番地
御殿場市大野原不燃物最終処分場（新）,"[138.955566, 35.327789]",御殿場市(静岡県),95,平地,不燃ごみ・破砕ごみ・中間処理残査,81070,埋立中,静岡県御殿場市大堰
御殿場市神場不燃物最終処分場,"[138.894028, 35.27335]",御殿場市(静岡県),68,山間,不燃ごみ,11306,埋立終了,静岡県御殿場市神場
御殿場市一般廃棄物最終処分場,"[138.934601, 35.308693]",御殿場市(静岡県),5,平地,不燃ごみ・破砕ごみ・中間処理残査,32471,埋立中,静岡県御殿場市
天竜市塵芥処理場,"[137.84256, 34.706367]",天竜市(静岡県),93,山間,焼却残渣,18565,埋立終了,静岡県磐田市天龍
浜北市大平処分地,"[137.783157, 34.791546]",浜北市(静岡県),100,平地,破砕ごみ・中間処理残査・焼却残渣,42000,埋立終了,静岡県浜松市浜北区
浜北市環境センター,"[137.783157, 34.791546]",浜北市(静岡県),0,山間,その他・破砕ごみ・中間処理残査・焼却残渣,60273,埋立前,静岡県浜松市浜北区
下田市灰捨場,"[138.945343, 34.679543]",下田市(静岡県),80,山間,不燃ごみ,48822,埋立中,静岡県下田市
裾野市一般廃棄物最終処分場,"[138.906662, 35.173889]",裾野市(静岡県),65,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,85970,埋立中,静岡県裾野市
湖西市笠子廃棄物処理場,"[137.531647, 34.718472]",湖西市(静岡県),63,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,143575,埋立中,静岡県湖西市
東伊豆町一般廃棄物最終処分場,"[139.04126, 34.772797]",東伊豆町(静岡県),30,山間,破砕ごみ・中間処理残査・焼却残渣,56000,埋立中,静岡県賀茂郡東伊豆町
南伊豆町青野最終処分場,"[138.837738, 34.692661]",南伊豆町(静岡県),40,山間,破砕ごみ・中間処理残査・焼却残渣,100000,埋立中,静岡県南伊豆町青野
松崎町最終処分場,"[138.778763, 34.752926]",松崎町(静岡県),13,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,31311,埋立中,静岡県賀茂郡松崎町
松崎町最終処分場,"[138.778763, 34.752926]",松崎町(静岡県),18,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,7100,埋立中,静岡県賀茂郡松崎町
西伊豆町一般廃棄物最終処分場,"[138.804733, 34.795036]",西伊豆町(静岡県),19,山間,不燃ごみ・焼却残渣,14700,埋立中,静岡県西伊豆町一色
西伊豆町一般廃棄物最終処分場,"[138.804733, 34.795036]",西伊豆町(静岡県),100,山間,不燃ごみ・焼却残渣,30000,埋立終了,静岡県西伊豆町一色
伊豆長岡町最終処分場,"[138.946732, 34.97657]",伊豆長岡町(静岡県),100,山間,不燃ごみ・焼却残渣,3749,埋立中,静岡県伊豆市
修善寺町年川一般廃棄物最終処分場,"[138.886063, 34.968681]",修善寺町(静岡県),41,山間,不燃ごみ,36038,埋立中,静岡県伊豆市修善寺
戸田村一般廃棄物集積場,"[138.911804, 35.096577]",戸田村(静岡県),98,山間,不燃ごみ,9000,埋立中,静岡県清水町戸田
土肥町小峰埋立地,"[138.814987, 34.902409]",土肥町(静岡県),94,山間,直接搬入ごみ・破砕ごみ・中間処理残査,1900,埋立中,静岡県伊豆市土肥
函南町一般廃棄物最終処分場,"[138.953339, 35.08889]",函南町(静岡県),79,山間,破砕ごみ・中間処理残査・焼却残渣,63602,埋立中,静岡県田方郡函南町
大仁町第二最終処分場,"[138.940216, 34.994087]",大仁町(静岡県),37,山間,不燃ごみ,2779,埋立中,静岡県伊豆の国市大仁
大仁町一般廃棄物最終処分場,"[138.940216, 34.994087]",大仁町(静岡県),17,山間,破砕ごみ・中間処理残査・焼却残渣,24500,埋立中,静岡県伊豆の国市大仁
長泉町最終処分場,"[138.897171, 35.137657]",長泉町(静岡県),85,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,164137,埋立中,静岡県駿東郡長泉町
小山町吉久保廃棄物最終処分場,"[138.963943, 35.343513]",小山町(静岡県),100,山間,不燃ごみ・破砕ごみ・中間処理残査,13975,埋立終了,静岡県小山町吉久保
小山町一般廃棄物最終処分場（生土）,"[138.927689, 35.344666]",小山町(静岡県),1,山間,不燃ごみ・破砕ごみ・中間処理残査,21554,埋立中,静岡県小山町一色
吉田町一般廃棄物最終処分場,"[138.859741, 35.093365]",吉田町(静岡県),32,平地,不燃ごみ,109569,埋立中,静岡県沼津市吉田町１番
中川根町ごみ焼却灰処分地,"[137.896027, 34.79937]",中川根町(静岡県),84,山間,焼却残渣,1100,埋立終了,静岡県森町中川
大東町最終処分場,"[138.269363, 34.825703]",大東町(静岡県),61,山間,不燃ごみ,37248,埋立中,静岡県藤枝市大東町
雄踏町役場東埋立地,"[137.64592, 34.693985]",雄踏町(静岡県),100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,59220,埋立中,静岡県浜松市西区雄踏
御殿場市小山町広域行政組合一般廃棄物最終処分場,"[138.96637, 35.327499]",御殿場市小山町広域行政組合(静岡県),49,平地,焼却残渣,25113,埋立中,静岡県御殿場市小倉野
御殿場市小山町広域行政組合一般廃棄物（焼却灰）最終処分場,"[138.96637, 35.327499]",御殿場市小山町広域行政組合(静岡県),100,平地,焼却残渣,15130,埋立終了,静岡県御殿場市小倉野
富士宮市芝川町厚生施設組合一般廃棄物鞍骨沢最終処分場,"[138.621613, 35.221977]",富士宮市芝川町厚生施設組合(静岡県),25,山間,破砕ごみ・中間処理残査・焼却残渣,106289,埋立中,静岡県富士宮市
富士宮市芝川町厚生施設組合清掃センター一般廃棄物最終処分場（粟倉）,"[138.621613, 35.221977]",富士宮市芝川町厚生施設組合(静岡県),100,山間,破砕ごみ・中間処理残査・焼却残渣,72010,埋立終了,静岡県富士宮市
富士宮市芝川町厚生施設組合清掃センター最終処分場（山宮）,"[138.621613, 35.221977]",富士宮市芝川町厚生施設組合(静岡県),100,山間,破砕ごみ・中間処理残査・焼却残渣,34604,埋立終了,静岡県富士宮市
土肥町戸田村衛生施設組合土肥戸田衛生センター,"[138.814987, 34.902409]",土肥町戸田村衛生施設組合(静岡県),0,山間,焼却残渣,2850,埋立中,静岡県伊豆市土肥
中遠地区広域市町村圏事務組合一般廃棄物最終処分場,"[138.985779, 35.046272]",中遠地区広域市町村圏事務組合(静岡県),65,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,181680,埋立中,静岡県伊豆の国市中
志太広域事務組合藤守最終処分場,"[138.228088, 34.865227]",志太広域事務組合(静岡県),100,平地,焼却残渣,105600,埋立終了,静岡県藤枝市志太
志太広域事務組合助宗最終処分場,"[138.228088, 34.865227]",志太広域事務組合(静岡県),100,山間,焼却残渣,47000,埋立終了,静岡県藤枝市志太
志太広域事務組合羽佐間不燃物埋立地,"[138.228088, 34.865227]",志太広域事務組合(静岡県),100,山間,不燃ごみ,15322,埋立終了,静岡県藤枝市志太
北遠地区広域市町村圏事務組合北遠地区広域不燃物処理センター,"[138.398529, 35.04044]",北遠地区広域市町村圏事務組合(静岡県),81,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ,28000,埋立中,静岡県静岡市葵区北
吉田町榛原町広域施設組合一般廃棄物最終処分場,"[138.251938, 34.770832]",吉田町榛原町広域施設組合(静岡県),10,平地,焼却残渣,26415,埋立中,静岡県吉田町
大東町大須賀町衛生施設組合一般廃棄物最終処分場,"[138.269363, 34.825703]",大東町大須賀町衛生施設組合(静岡県),8,平地,焼却残渣,33000,埋立中,静岡県藤枝市大東町
名古屋市大清水処分場,"[136.90657, 35.181438]",名古屋市(愛知県),100,平地,不燃ごみ・粗大ごみ・焼却残渣,241000,埋立終了,愛知県名古屋市
名古屋市船見処分場,"[136.90657, 35.181438]",名古屋市(愛知県),100,平地,その他・破砕ごみ・中間処理残査・焼却残渣,162000,埋立終了,愛知県名古屋市
名古屋市守山南部処分場,"[136.976669, 35.203335]",名古屋市(愛知県),99,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,2397000,埋立中,愛知県名古屋市守山区
名古屋市愛岐処分場,"[136.90657, 35.181438]",名古屋市(愛知県),90,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,5164000,埋立中,愛知県名古屋市
豊橋市廃棄物最終処分場（高塚地区３工区）,"[137.391388, 34.769169]",豊橋市(愛知県),100,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,627000,埋立終了,愛知県豊橋市
豊橋市廃棄物最終処分場（高塚地区１工区）,"[137.391388, 34.769169]",豊橋市(愛知県),100,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,552000,埋立終了,愛知県豊橋市
豊橋市廃棄物最終処分場（坪の谷地区２工区）,"[137.391388, 34.769169]",豊橋市(愛知県),100,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,823200,埋立終了,愛知県豊橋市
豊橋市廃棄物最終処分場（坪の谷地区１工区）,"[137.391388, 34.769169]",豊橋市(愛知県),100,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,279567,埋立終了,愛知県豊橋市
豊橋市廃棄物最終処分場（高塚地区２工区）,"[137.391388, 34.769169]",豊橋市(愛知県),85,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,1588000,埋立中,愛知県豊橋市
岡崎市一般廃棄物最終処分場,"[137.27713, 35.00824]",岡崎市(愛知県),90,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,888000,埋立中,愛知県岡崎市一色町
岡崎市才栗不燃物埋立場,"[137.237747, 34.958958]",岡崎市(愛知県),100,山間,不燃ごみ・粗大ごみ・焼却残渣,230000,埋立終了,愛知県岡崎市才栗町
一宮市大野最終処分場,"[136.799393, 35.307331]",一宮市(愛知県),98,平地,不燃ごみ,40054,埋立中,愛知県一宮市大宮
一宮市光明寺最終処分場,"[136.803085, 35.35445]",一宮市(愛知県),86,平地,その他・破砕ごみ・中間処理残査・焼却残渣,109342,埋立中,愛知県一宮市光明寺
半田市一般廃棄物処理場,"[136.943298, 34.916111]",半田市(愛知県),83,平地,破砕ごみ・中間処理残査・焼却残渣,194700,埋立中,愛知県半田市一ノ草町
春日井市一般廃棄物内津最終処分場,"[136.972229, 35.247501]",春日井市(愛知県),20,山間,その他・破砕ごみ・中間処理残査・焼却残渣,232000,埋立中,愛知県春日井市
春日井市一般廃棄物最終処分場,"[136.972229, 35.247501]",春日井市(愛知県),99,山間,その他・破砕ごみ・中間処理残査・焼却残渣,423796,埋立終了,愛知県春日井市
豊川市一般廃棄物深田最終処分場,"[137.423004, 34.853127]",豊川市(愛知県),73,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査,80000,埋立中,愛知県豊川市一宮町
豊川市一般廃棄物折橋最終処分場,"[137.423004, 34.853127]",豊川市(愛知県),100,平地,不燃ごみ・直接搬入ごみ,181468,埋立中,愛知県豊川市一宮町
豊川市一般廃棄物三月田最終処分場,"[137.423004, 34.853127]",豊川市(愛知県),4,山間,不燃ごみ,105000,埋立中,愛知県豊川市一宮町
津島市一般廃棄物最終処分場（鹿伏兎）,"[136.714111, 35.180103]",津島市(愛知県),63,平地,不燃ごみ・粗大ごみ,138149,埋立中,愛知県津島市一本木町
津島市一般廃棄物最終処分場（新開）,"[136.714111, 35.180103]",津島市(愛知県),100,平地,不燃ごみ・粗大ごみ・焼却残渣,50800,埋立終了,愛知県津島市一本木町
碧南市西端地内一般廃棄物最終処分場,"[136.997787, 34.907551]",碧南市(愛知県),42,平地,その他・破砕ごみ・中間処理残査,41470,埋立中,愛知県碧南市西山町
刈谷市第１不燃物埋立場,"[137.002304, 34.989376]",刈谷市(愛知県),100,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,109600,埋立中,愛知県刈谷市
刈谷市第２不燃物埋立場,"[137.002304, 34.989376]",刈谷市(愛知県),31,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,87000,埋立中,愛知県刈谷市
安城市一般廃棄物最終処分場,"[137.080276, 34.958614]",安城市(愛知県),100,平地,不燃ごみ・直接搬入ごみ・焼却残渣,128500,埋立終了,愛知県安城市
安城市一般廃棄物最終処分場,"[137.080276, 34.958614]",安城市(愛知県),89,平地,不燃ごみ・直接搬入ごみ・焼却残渣,80200,埋立中,愛知県安城市
西尾市貝吹地区一般廃棄物最終処分場,"[137.117661, 34.874802]",西尾市(愛知県),100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,134777,埋立中,愛知県西尾市貝吹町
西尾市旧平原地区一般廃棄物最終処分場,"[137.061951, 34.861942]",西尾市(愛知県),100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,28800,埋立終了,愛知県西尾市
西尾市平原地区一般廃棄物最終処分場,"[137.120178, 34.852997]",西尾市(愛知県),10,山間,その他・焼却残渣,146000,埋立中,愛知県西尾市平原町
蒲郡市一色不燃物最終処分場,"[137.17984, 34.820114]",蒲郡市(愛知県),98,山間,不燃ごみ・直接搬入ごみ・焼却残渣,205213,埋立中,愛知県蒲郡市一色町
蒲郡市一般廃棄物最終処分場,"[137.17984, 34.820114]",蒲郡市(愛知県),1,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,113000,埋立中,愛知県蒲郡市一色町
犬山市八曽一般廃棄物最終処分場,"[137.024033, 35.345692]",犬山市(愛知県),72,山間,破砕ごみ・中間処理残査・焼却残渣,72158,埋立中,愛知県犬山市八曽１番地
常滑市一般廃棄物最終処分場,"[136.873077, 34.893028]",常滑市(愛知県),46,山間,不燃ごみ・直接搬入ごみ,95500,埋立中,愛知県常滑市一ノ割
江南市一般廃棄物最終処分場,"[136.870773, 35.332081]",江南市(愛知県),47,平地,不燃ごみ・その他・直接搬入ごみ,59700,埋立中,愛知県江南市
新城市一般廃棄物最終処分場,"[137.487152, 34.869888]",新城市(愛知県),17,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,68000,埋立中,愛知県新城市一鍬田
新城市一般廃棄物矢部埋立処分場,"[137.487152, 34.869888]",新城市(愛知県),100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,34221,埋立終了,愛知県新城市一鍬田
東海市東犬久利最終処分場,"[136.899185, 35.037659]",東海市(愛知県),23,平地,その他,35730,埋立中,愛知県東海市東海町
東海市大狭間最終処分場,"[136.896774, 35.018963]",東海市(愛知県),100,平地,その他・破砕ごみ・中間処理残査,31400,埋立終了,愛知県東海市大田町
知立市第２不燃物処理場,"[137.050781, 35.001305]",知立市(愛知県),52,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,46553,埋立中,愛知県知立市
高浜市不燃物埋立場,"[136.987305, 34.927578]",高浜市(愛知県),58,平地,直接搬入ごみ,2800,埋立中,愛知県高浜市
豊明市一般廃棄物最終処分場,"[137.012909, 35.053692]",豊明市(愛知県),100,平地,不燃ごみ,50364,埋立中,愛知県豊明市
扶桑町廃棄物埋立処分場,"[136.913055, 35.359165]",扶桑町(愛知県),83,平地,不燃ごみ・直接搬入ごみ,72142,埋立中,愛知県丹羽郡扶桑町
東溝口一般廃棄物最終処分場,"[136.781677, 35.207726]",美和町(愛知県),27,平地,焼却残渣,17670,埋立中,愛知県あま市東溝口一丁目
美和町一般廃棄物最終処分場,"[137.192307, 35.1007]",美和町(愛知県),19,平地,不燃ごみ・その他・粗大ごみ,85336,埋立中,愛知県豊田市美和町一丁目
飛島村ごみ投棄場,"[136.791168, 35.078842]",飛島村(愛知県),85,平地,不燃ごみ,22621,埋立中,愛知県海部郡飛島村
弥富町一般廃棄物最終処分場,"[136.95546, 35.132011]",弥富町(愛知県),100,平地,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,27000,埋立前,愛知県名古屋市瑞穂区彌富町
佐屋町不燃物処理場（東保）,"[136.712006, 35.151138]",佐屋町(愛知県),53,平地,不燃ごみ,2365,埋立中,愛知県愛西市佐屋町
南知多町篠島不燃物埋立地,"[137.003876, 34.676144]",南知多町(愛知県),100,海面,不燃ごみ・焼却残渣,8316,埋立中,愛知県南知多町篠島
南知多町日間賀島不燃物埋立地,"[137.005615, 34.705151]",南知多町(愛知県),33,平地,不燃ごみ・焼却残渣,26625,埋立中,愛知県南知多町日間賀島
武豊町一般廃棄物最終処分場,"[136.927216, 34.844269]",武豊町(愛知県),63,平地,不燃ごみ,65500,埋立中,愛知県武豊町一号地
一色町佐久島不燃物処理場,"[137.034515, 34.723488]",一色町(愛知県),81,山間,不燃ごみ,2660,埋立中,愛知県西尾市一色町佐久島
一色町一般廃棄物最終処分場,"[136.786438, 35.309128]",一色町(愛知県),31,平地,不燃ごみ・直接搬入ごみ,49000,埋立中,愛知県一宮市一色町１番地
