name,coordinates,local_government,fill_rate,landfill_site,waste_type,total_volume,facility_status,title
北広島市一般廃棄物最終処分場,"[141.562836, 42.985474]",北広島市(北海道),68,山間,混合・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,464900,埋立中,北海道北広島市
石狩市一般廃棄物埋立処分場,"[141.315536, 43.171345]",石狩市(北海道),100,平地,不燃ごみ・その他,45479,埋立終了,北海道石狩市
当別町蕨岱廃棄物処理場,"[141.539764, 43.18235]",当別町(北海道),100,平地,不燃ごみ,92752,埋立終了,北海道当別町蕨岱
松前町清掃センター,"[140.016846, 41.526241]",松前町(北海道),88,山間,破砕ごみ・中間処理残査・焼却残渣,5083,埋立中,北海道松前町清部
七飯町一般廃棄物最終処分場（クリーンセンター）,"[140.694412, 41.895721]",七飯町(北海道),76,山間,不燃ごみ・直接搬入ごみ・焼却残渣,44850,埋立中,北海道亀田郡七飯町
南茅部町クリーンセンター,"[141.634888, 43.081894]",南茅部町(北海道),16,平地,破砕ごみ・中間処理残査・焼却残渣,17400,埋立中,北海道南幌町南
鹿部町廃棄物最終処分場,"[140.831665, 42.026638]",鹿部町(北海道),95,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,9000,埋立中,北海道茅部郡鹿部町
鹿部町一般廃棄物最終処分場,"[140.831665, 42.026638]",鹿部町(北海道),7,山間,不燃ごみ・粗大ごみ・焼却残渣,11400,埋立中,北海道茅部郡鹿部町
森町じん芥処理場,"[140.576492, 42.105015]",森町(北海道),90,山間,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・焼却残渣,541000,埋立中,北海道茅部郡森町
八雲町熱田不燃物捨場,"[140.270203, 42.22427]",八雲町(北海道),100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,100000,埋立中,北海道八雲町熱田
長万部町清掃センター,"[140.38031, 42.513538]",長万部町(北海道),37,平地,不燃ごみ・その他,149999,埋立中,北海道山越郡長万部町
奥尻町不燃物埋立場,"[139.51413, 42.172287]",奥尻町(北海道),89,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,95000,埋立中,北海道奥尻郡奥尻町
蘭越町一般廃棄物最終処分場,"[140.528381, 42.809238]",蘭越町(北海道),78,平地,混合・直接搬入ごみ・焼却残渣,1911,埋立中,北海道磯谷郡蘭越町
ニセコ町羊蹄じん芥処理場,"[140.724518, 42.828152]",ニセコ町(北海道),99,山間,混合・直接搬入ごみ・粗大ごみ・焼却残渣,450000,埋立中,北海道ニセコ町羊蹄
真狩村一般廃棄物最終処分場,"[140.803665, 42.763004]",真狩村(北海道),74,山間,不燃ごみ・粗大ごみ・焼却残渣,5555,埋立中,北海道虻田郡真狩村
留寿都村ゴミ捨場,"[140.875626, 42.737309]",留寿都村(北海道),24,山間,その他・直接搬入ごみ・焼却残渣,120000,埋立中,北海道虻田郡留寿都村
喜茂別町富士見台塵芥処理場,"[140.971649, 42.781593]",喜茂別町(北海道),90,山間,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・焼却残渣,5918,埋立中,北海道喜茂別町富士見台
京極町共同ゴミ処理場,"[140.884109, 42.858227]",京極町(北海道),97,山間,混合・直接搬入ごみ・粗大ごみ,336000,埋立中,北海道虻田郡京極町
倶知安町一般廃棄物最終処分場,"[140.759018, 42.901459]",倶知安町(北海道),51,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,53600,埋立中,北海道虻田郡倶知安町
共和町小沢十号ゴミ最終処分場,"[140.699448, 42.972687]",共和町(北海道),23,山間,混合・粗大ごみ,428025,埋立終了,北海道共和町小沢
岩内町ごみ捨場,"[140.51474, 42.979813]",岩内町(北海道),100,平地,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,61500,埋立終了,北海道岩内郡岩内町
神恵内村最終処分場,"[140.430801, 43.143364]",神恵内村(北海道),100,山間,不燃ごみ・粗大ごみ,4000,埋立終了,北海道古宇郡神恵内村
積丹町塵芥処理場美国埋立地,"[140.597977, 43.298748]",積丹町(北海道),98,山間,不燃ごみ・焼却残渣,81628,埋立終了,北海道積丹郡積丹町
古平町じん芥処理場,"[140.638702, 43.264065]",古平町(北海道),93,山間,直接搬入ごみ,30600,埋立中,北海道古平郡古平町
仁木町クリーンセンター,"[140.766113, 43.151669]",仁木町(北海道),18,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,10700,埋立中,北海道仁木町
余市町クリーンセンター,"[140.783539, 43.195347]",余市町(北海道),16,山間,直接搬入ごみ・粗大ごみ,54500,埋立中,北海道余市郡余市町
余市町登新生不燃物粗大ゴミ埋立処理場,"[140.825165, 43.14975]",余市町(北海道),100,山間,直接搬入ごみ・粗大ごみ,10931,埋立終了,北海道余市町登町
赤井川村じん芥処理場,"[140.813629, 43.083492]",赤井川村(北海道),19,山間,不燃ごみ・粗大ごみ・焼却残渣,17200,埋立中,北海道赤井川村
北村農産廃棄物処理施設焼却灰処分場,"[140.124832, 41.81049]",北村(北海道),24,平地,焼却残渣,2430,埋立中,北海道上ノ国町北村
上砂川町一般廃棄物最終処分場,"[141.984039, 43.482578]",上砂川町(北海道),0,山間,混合・粗大ごみ,28500,埋立前,北海道空知郡上砂川町
上砂川町市街じん芥処理場,"[141.984039, 43.482578]",上砂川町(北海道),71,山間,混合・粗大ごみ,200000,埋立中,北海道空知郡上砂川町
栗山町環境センター,"[141.784256, 43.056328]",栗山町(北海道),73,山間,混合・その他・直接搬入ごみ・粗大ごみ,159905,埋立中,北海道栗山町
月形町衛生センター,"[141.669495, 43.338345]",月形町(北海道),46,平地,混合・直接搬入ごみ・粗大ごみ,67900,埋立中,北海道樺戸郡月形町
浦臼町地力増進施設埋立処分地,"[141.818741, 43.43037]",浦臼町(北海道),92,山間,混合・可燃ごみ・不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,96000,埋立中,北海道浦臼町
浦臼町一般廃棄物最終処分場,"[141.818741, 43.43037]",浦臼町(北海道),0,山間,不燃ごみ・焼却残渣,13800,埋立前,北海道浦臼町
新十津川町一般産業廃棄物最終処分場,"[141.877121, 43.548782]",新十津川町(北海道),90,平地,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ,103000,埋立中,北海道樺戸郡新十津川町
雨竜町一般廃棄物最終処分場,"[141.889664, 43.64394]",雨竜町(北海道),54,山間,混合・可燃ごみ・不燃ごみ・資源・直接搬入ごみ・粗大ごみ,32000,埋立中,北海道雨竜郡雨竜町
幌加内町塵芥処理場,"[142.153824, 44.009796]",幌加内町(北海道),39,山間,焼却残渣,2976,埋立中,北海道雨竜郡幌加内町
幌加内町一般廃棄物最終埋立処分場,"[142.153824, 44.009796]",幌加内町(北海道),0,平地,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,5941,埋立前,北海道雨竜郡幌加内町
東神楽町忠栄ごみ埋立処分地,"[142.451538, 43.696384]",東神楽町(北海道),85,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,66500,埋立中,北海道上川郡東神楽町
東川町東９号最終処分場,"[142.563812, 43.660099]",東川町(北海道),69,平地,粗大ごみ,36259,埋立中,北海道東川町東九号南
上富良野町クリーンセンター,"[142.467087, 43.45565]",上富良野町(北海道),5,山間,可燃ごみ・不燃ごみ・資源・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,56400,埋立中,北海道空知郡上富良野町
中富良野町一般廃棄物処分場,"[142.425034, 43.405529]",中富良野町(北海道),62,山間,混合・直接搬入ごみ・粗大ごみ・焼却残渣,644000,埋立中,北海道空知郡中富良野町
南富良野町幾寅埋立場,"[142.583267, 43.158207]",南富良野町(北海道),39,山間,粗大ごみ・焼却残渣,66108,埋立中,北海道南富良野町幾寅
占冠村最終処分場,"[142.398529, 42.979881]",占冠村(北海道),5,山間,不燃ごみ・焼却残渣,45060,埋立中,北海道占冠村
和寒町三和ごみ処理場,"[142.354156, 44.010036]",和寒町(北海道),80,山間,混合・不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,47222,埋立中,北海道和寒町三和
剣淵町一般廃棄物最終処分場,"[142.361328, 44.09576]",剣淵町(北海道),1,山間,不燃ごみ・焼却残渣,23000,埋立中,北海道剣淵町
朝日町塵芥処理場,"[141.876846, 43.170361]",朝日町(北海道),77,平地,不燃ごみ・直接搬入ごみ・焼却残渣,109500,埋立中,北海道岩見沢市朝日町
風連町一般廃棄物捨場,"[142.462601, 44.265259]",風連町(北海道),100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,25190,埋立中,北海道名寄市風連町
風連町一般廃棄物最終処分場,"[142.462601, 44.265259]",風連町(北海道),3,平地,不燃ごみ・焼却残渣,36000,埋立中,北海道名寄市風連町
下川町廃棄物処理場,"[142.635208, 44.302567]",下川町(北海道),31,平地,不燃ごみ・焼却残渣,23600,埋立中,北海道下川町
美深町一般廃棄物ごみ埋立処分場,"[142.343063, 44.481022]",美深町(北海道),68,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,85500,埋立中,北海道中川郡美深町
音威子府村一般廃棄物最終処分場,"[142.262207, 44.72504]",音威子府村(北海道),97,平地,混合・直接搬入ごみ・粗大ごみ,3600,埋立中,北海道音威子府村
中川町じん芥処理場,"[142.071396, 44.81139]",中川町(北海道),63,平地,混合・直接搬入ごみ・粗大ごみ,150000,埋立中,北海道中川郡中川町
増毛町一般廃棄物最終処分場,"[141.524918, 43.85606]",増毛町(北海道),20,山間,混合・直接搬入ごみ・粗大ごみ・焼却残渣,31300,埋立中,北海道増毛郡増毛町
小平町富岡塵芥処理場,"[141.719101, 44.0191]",小平町(北海道),71,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ,70000,埋立中,北海道小平町富里
苫前町じん芥捨場,"[141.652908, 44.306141]",苫前町(北海道),92,山間,混合・粗大ごみ,74250,埋立中,北海道苫前郡苫前町
羽幌町天売廃棄物最終処分場,"[141.320496, 44.427689]",羽幌町(北海道),10,平地,焼却残渣,1872,埋立終了,北海道羽幌町天売
羽幌町一般廃棄物最終処分場,"[141.697281, 44.360611]",羽幌町(北海道),94,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,77280,埋立中,北海道羽幌町
初山別村じん芥処理場,"[141.766312, 44.532146]",初山別村(北海道),44,山間,直接搬入ごみ,100000,埋立中,北海道初山別村
遠別町北浜ごみ埋立地,"[141.793564, 44.732487]",遠別町(北海道),80,平地,その他・直接搬入ごみ・粗大ごみ,9900,埋立中,北海道遠別町北浜
天塩町じん芥処理場,"[141.745346, 44.888172]",天塩町(北海道),95,平地,不燃ごみ・焼却残渣,72300,埋立中,北海道天塩郡天塩町
猿払村一般廃棄物最終処分場,"[142.108978, 45.330608]",猿払村(北海道),7,山間,不燃ごみ・粗大ごみ,17741,埋立中,北海道猿払村
猿払村ゴミ処理場,"[142.108978, 45.330608]",猿払村(北海道),100,山間,混合・不燃ごみ・粗大ごみ,17800,埋立終了,北海道猿払村
浜頓別町一般廃棄物埋立処分地施設,"[142.359741, 45.123779]",浜頓別町(北海道),89,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,25576,埋立中,北海道枝幸郡浜頓別町
中頓別町一般廃棄物埋立処理施設,"[142.286743, 44.969761]",中頓別町(北海道),11,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査,13000,埋立中,北海道枝幸郡中頓別町
枝幸町一般廃棄物埋立処分地施設,"[142.58139, 44.938683]",枝幸町(北海道),86,山間,不燃ごみ・直接搬入ごみ・焼却残渣,33723,埋立中,北海道枝幸郡枝幸町
東藻琴村ゴミ捨場,"[144.31868, 43.819]",東藻琴村(北海道),92,山間,不燃ごみ・粗大ごみ・焼却残渣,26000,埋立中,北海道大空町東藻琴
美幌町一般廃棄物最終処分場,"[144.107529, 43.824249]",美幌町(北海道),70,山間,混合・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,391955,埋立中,北海道美幌町
津別町一般廃棄物最終処分場,"[144.020355, 43.707603]",津別町(北海道),7,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,30000,埋立中,北海道津別町一条通
斜里町以久科北埋立地,"[144.702728, 43.903465]",斜里町(北海道),79,平地,混合・可燃ごみ・粗大ごみ・破砕ごみ・中間処理残査,209210,埋立中,北海道斜里町以久科北
小清水町一般廃棄物最終処分場,"[144.462097, 43.856747]",小清水町(北海道),73,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ,89800,埋立中,北海道斜里郡小清水町
訓子府町一般廃棄物処理場,"[143.741669, 43.725368]",訓子府町(北海道),60,山間,混合・不燃ごみ・資源・直接搬入ごみ・粗大ごみ・焼却残渣,81980,埋立中,北海道訓子府町
置戸町勝山じん芥処理場,"[143.51712, 43.629128]",置戸町(北海道),54,山間,混合・可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ,82300,埋立中,北海道置戸町勝山
留辺蘂町豊金じん芥処理場,"[143.617889, 43.817085]",留辺蘂町(北海道),96,山間,混合・直接搬入ごみ・粗大ごみ,179895,埋立中,北海道北見市留辺蘂町豊金
佐呂間町一般廃棄物最終処理場,"[143.774765, 44.017853]",佐呂間町(北海道),87,山間,混合,79540,埋立中,北海道佐呂間町
常呂町一般廃棄物最終処分場,"[143.844177, 43.96822]",常呂町(北海道),52,山間,混合・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,58857,埋立中,北海道北見市常呂町
生田原町豊原ゴミ埋立場,"[143.533997, 43.926655]",生田原町(北海道),95,山間,混合・直接搬入ごみ,60000,埋立中,北海道遠軽町生田原
遠軽町一般廃棄物最終処分場,"[143.525635, 44.057281]",遠軽町(北海道),41,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,68000,埋立中,北海道遠軽町一条通南
遠軽町廃棄物最終処分場,"[143.528046, 44.061962]",遠軽町(北海道),99,山間,不燃ごみ・粗大ごみ・焼却残渣,177120,埋立中,北海道遠軽町
白滝村奥白滝廃棄物処理場,"[143.177521, 43.880165]",白滝村(北海道),57,平地,混合・焼却残渣,50000,埋立中,北海道遠軽町白滝
湧別町ゴミ捨場,"[143.573029, 44.151604]",湧別町(北海道),96,平地,焼却残渣,12500,埋立中,北海道紋別郡湧別町
滝上町じん芥処理場,"[143.077621, 44.192276]",滝上町(北海道),100,平地,不燃ごみ・焼却残渣,54000,埋立中,北海道滝上町
興部町一般廃棄物処理場,"[143.123962, 44.469868]",興部町(北海道),39,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,27900,埋立中,北海道興部町
西興部村ごみ処理場,"[142.944458, 44.328808]",西興部村(北海道),43,平地,粗大ごみ・焼却残渣,24645,埋立中,北海道西興部村
雄武町廃棄物最終処分場,"[142.962006, 44.582504]",雄武町(北海道),24,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,83744,埋立中,北海道紋別郡雄武町
豊浦町じん芥埋立場,"[140.71196, 42.583408]",豊浦町(北海道),96,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,15000,埋立中,北海道虻田郡豊浦町
壮瞥町塵芥捨場,"[140.885834, 42.552109]",壮瞥町(北海道),94,山間,混合・資源・直接搬入ごみ・粗大ごみ,62000,埋立中,北海道壮瞥町
白老町環境衛生センター,"[141.355942, 42.551247]",白老町(北海道),70,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,61920,埋立中,北海道白老郡白老町
日高町最終処分場,"[142.074295, 42.480335]",日高町(北海道),0,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,8800,埋立前,北海道沙流郡日高町
日高町ごみ埋立地,"[142.074295, 42.480335]",日高町(北海道),100,山間,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・焼却残渣,15000,埋立中,北海道沙流郡日高町
浦河町クリーンプラザ,"[142.768204, 42.168343]",浦河町(北海道),0,山間,不燃ごみ・焼却残渣,44200,埋立前,北海道浦河郡浦河町
様似町クリーンセンター最終処分場,"[142.933884, 42.127777]",様似町(北海道),7,平地,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,34500,埋立中,北海道様似郡様似町
えりも町産業廃棄物処理場,"[143.148331, 42.016388]",えりも町(北海道),86,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,212000,埋立中,北海道えりも町
鹿追町塵芥処理場,"[142.988968, 43.098877]",鹿追町(北海道),75,山間,不燃ごみ・その他・直接搬入ごみ・粗大ごみ,55000,埋立中,北海道河東郡鹿追町
新得町一般廃棄物埋立処分場,"[142.834106, 43.083332]",新得町(北海道),17,山間,混合・不燃ごみ・その他・破砕ごみ・中間処理残査・焼却残渣,42900,埋立中,北海道新得町一条
清水町一般廃棄物最終処分場,"[140.955566, 42.321438]",清水町(北海道),54,平地,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,25273,埋立中,北海道室蘭市清水町一丁目
芽室町西芽室ごみ埋立処分地,"[143.04686, 42.910179]",芽室町(北海道),96,山間,不燃ごみ・粗大ごみ,194550,埋立中,北海道芽室町西一条
幕別町豊岡ゴミ処理場,"[143.299591, 42.865391]",幕別町(北海道),97,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,282000,埋立終了,北海道幕別町豊岡
豊頃町安骨ごみ埋立地,"[143.545837, 42.762848]",豊頃町(北海道),97,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,72000,埋立中,北海道豊頃町安骨
本別町清掃センター,"[143.610565, 43.124672]",本別町(北海道),73,山間,不燃ごみ・その他・直接搬入ごみ,10000,埋立中,北海道中川郡本別町
足寄町一般廃棄物最終処分場,"[143.554047, 43.244801]",足寄町(北海道),92,山間,混合,82407,埋立中,北海道足寄郡足寄町
足寄町廃棄物最終処分場,"[143.554047, 43.244801]",足寄町(北海道),100,山間,混合・直接搬入ごみ・粗大ごみ,270000,埋立終了,北海道足寄郡足寄町
陸別町塵芥焼却場最終処分地,"[143.747223, 43.468887]",陸別町(北海道),49,平地,不燃ごみ・直接搬入ごみ・焼却残渣,4390,埋立中,北海道足寄郡陸別町
陸別町塵芥処理場最終処分地,"[143.747223, 43.468887]",陸別町(北海道),100,平地,不燃ごみ・直接搬入ごみ・焼却残渣,3200,埋立中,北海道足寄郡陸別町
浦幌町一般廃棄物処理センター,"[143.658585, 42.808956]",浦幌町(北海道),65,山間,混合・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,53680,埋立中,北海道浦幌町
厚岸町一般廃棄物最終処分場,"[144.847473, 43.05196]",厚岸町(北海道),60,山間,不燃ごみ・直接搬入ごみ・焼却残渣,24000,埋立中,北海道厚岸郡厚岸町
厚岸町埋立処分場,"[144.847473, 43.05196]",厚岸町(北海道),91,山間,可燃ごみ・不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,41000,埋立中,北海道厚岸郡厚岸町
浜中町廃棄物最終処分場,"[145.131134, 43.075947]",浜中町(北海道),18,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,43300,埋立中,北海道厚岸郡浜中町
浜中町不燃物最終処分場,"[145.131134, 43.075947]",浜中町(北海道),100,山間,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・焼却残渣,131305,埋立中,北海道厚岸郡浜中町
標茶町クリーンセンター（埋立最終処分場）,"[144.390717, 43.297096]",標茶町(北海道),13,山間,不燃ごみ・粗大ごみ・焼却残渣,29329,埋立中,北海道標茶町クチヨロ
弟子屈町廃棄物処理施設最終処分場,"[144.45932, 43.485214]",弟子屈町(北海道),5,平地,焼却残渣,55000,埋立中,北海道川上郡弟子屈町
弟子屈町塵芥捨場,"[144.45932, 43.485214]",弟子屈町(北海道),96,平地,混合・直接搬入ごみ・粗大ごみ,191544,埋立中,北海道川上郡弟子屈町
弟子屈町川湯捨場,"[144.456497, 43.615765]",弟子屈町(北海道),100,山間,可燃ごみ・不燃ごみ,20334,埋立終了,北海道弟子屈町川湯駅前
白糠町一般廃棄物最終処分場,"[144.071732, 42.956165]",白糠町(北海道),11,山間,破砕ごみ・中間処理残査・焼却残渣,37500,埋立中,北海道白糠郡白糠町
音別町尺別ごみ捨場,"[143.85437, 42.895214]",音別町(北海道),100,山間,不燃ごみ・その他・粗大ごみ,9000,埋立終了,北海道釧路市音別町尺別
音別町中音別埋立地,"[143.933945, 42.943493]",音別町(北海道),89,山間,不燃ごみ・焼却残渣,3000,埋立終了,北海道釧路市音別町中音別
別海町ごみ処理場,"[145.117325, 43.394001]",別海町(北海道),93,平地,不燃ごみ,9000,埋立中,北海道別海町
中標津町清掃センター,"[144.97139, 43.555206]",中標津町(北海道),92,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,40191,埋立中,北海道中標津町
標津町トド山最終処分場,"[145.131332, 43.66127]",標津町(北海道),92,平地,不燃ごみ・その他,24000,埋立中,北海道標津郡標津町
羅臼町ごみ焼却場埋立地,"[145.189438, 44.021942]",羅臼町(北海道),96,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,20000,埋立中,北海道目梨郡羅臼町
十勝環境複合事務組合一般廃棄物最終処分場,"[143.699203, 42.726395]",十勝環境複合事務組合(北海道),63,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,1057000,埋立中,北海道浦幌町十勝
南空知公衆衛生組合一般廃棄物最終処分場,"[141.634888, 43.081894]",南空知公衆衛生組合(北海道),19,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,76800,埋立中,北海道南幌町南
岩内地方衛生組合一般廃棄物最終処分場,"[140.51474, 42.979813]",岩内地方衛生組合(北海道),28,平地,可燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,45000,埋立中,北海道岩内
南十勝３町村複合事務組合南十勝廃棄物処理センター,"[141.634888, 43.081894]",南十勝３町村複合事務組合(北海道),49,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,101960,埋立中,北海道南幌町南十線
東胆振三町広域行政事務組合最終処分場,"[141.363617, 43.076111]",東胆振三町広域行政事務組合(北海道),99,山間,可燃ごみ・不燃ごみ・その他・直接搬入ごみ・焼却残渣,60000,埋立中,北海道札幌市東区
南部桧山衛生処理組合一般廃棄物最終処分場,"[140.77626, 42.737492]",南部桧山衛生処理組合(北海道),16,山間,破砕ごみ・中間処理残査・焼却残渣,97000,埋立中,北海道真狩村南部
北空知衛生施設組合廃棄物最終処分場,"[141.340973, 43.090778]",北空知衛生施設組合(北海道),17,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,55400,埋立中,北海道札幌市北区
北空知衛生施設組合埋立処分地施設,"[141.340973, 43.090778]",北空知衛生施設組合(北海道),51,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,567000,埋立終了,北海道札幌市北区
日高中部衛生施設組合塵芥処理センター,"[142.074295, 42.480335]",日高中部衛生施設組合(北海道),20,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,60000,埋立中,北海道沙流郡日高町
日高中部衛生施設組合日高中部塵芥処理センター,"[142.074295, 42.480335]",日高中部衛生施設組合(北海道),70,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,58200,埋立中,北海道沙流郡日高町
愛別町外３町塵芥処理組合富沢衛生センター,"[142.57782, 43.906673]",愛別町外３町塵芥処理組合(北海道),11,山間,破砕ごみ・中間処理残査・焼却残渣,54000,埋立中,北海道愛別町
北石狩衛生施設組合北石狩衛生センター最終処分場,"[141.340973, 43.090778]",北石狩衛生施設組合(北海道),23,平地,焼却残渣,194000,埋立中,北海道札幌市北区
南部後志衛生施設組合南後志清掃センター,"[140.77626, 42.737492]",南部後志衛生施設組合(北海道),11,平地,破砕ごみ・中間処理残査・焼却残渣,12900,埋立中,北海道真狩村南部
南部後志衛生施設組合南後志清掃センター,"[140.77626, 42.737492]",南部後志衛生施設組合(北海道),100,平地,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,2516,埋立中,北海道真狩村南部
平取町外３町衛生施設組合平取町埋立処理場,"[142.128693, 42.58514]",平取町外３町衛生施設組合(北海道),43,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,454630,埋立中,北海道沙流郡平取町
北十勝２町環境衛生処理組合不燃物埋立処分地,"[142.476227, 43.932865]",北十勝２町環境衛生処理組合(北海道),8,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,54000,埋立中,北海道比布町北十線
北十勝２町環境衛生処理組合不燃物埋立処分地,"[142.476227, 43.932865]",北十勝２町環境衛生処理組合(北海道),100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,163335,埋立終了,北海道比布町北十線
青森市一般廃棄物最終処分場,"[140.746964, 40.822639]",青森市(青森県),70,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,3926600,埋立中,青森県青森市
弘前市埋立処分場（第一次）,"[140.464035, 40.603096]",弘前市(青森県),100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,404342,埋立中,青森県弘前市
弘前市埋立処分場（第二次）,"[140.464035, 40.603096]",弘前市(青森県),24,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,710000,埋立中,青森県弘前市
八戸市一般廃棄物天狗沢最終処分場,"[141.433609, 40.509068]",八戸市(青森県),91,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,690000,埋立中,青森県八戸市一番町
五所川原市一般廃棄物最終処分場,"[140.452164, 40.811954]",五所川原市(青森県),18,山間,不燃ごみ・粗大ごみ・焼却残渣,246000,埋立中,青森県五所川原市一ツ谷
三沢市一般廃棄物最終処分場,"[141.36908, 40.683071]",三沢市(青森県),91,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,166330,埋立中,青森県三沢市
むつ市一般廃棄物最終処分場,"[141.18306, 41.293053]",むつ市(青森県),40,山間,不燃ごみ・焼却残渣,325102,埋立中,青森県むつ市
平内町外の沢埋立地,"[140.990631, 40.849438]",平内町(青森県),95,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,154551,埋立中,青森県平内町外童子
深浦町北金ヶ沢ごみ処理場,"[140.077209, 40.75156]",深浦町(青森県),92,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,2967,埋立終了,青森県深浦町北金ケ沢
深浦町扇田ごみ処理場,"[139.927597, 40.647888]",深浦町(青森県),95,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,1008,埋立終了,青森県深浦町
深浦町杉山沢ごみ処理場,"[139.927597, 40.647888]",深浦町(青森県),82,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,35000,埋立終了,青森県深浦町
岩崎村赤坂ごみ埋立地,"[139.908295, 40.595722]",岩崎村(青森県),100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,8000,埋立終了,青森県深浦町岩崎
藤崎町埋立処分地施設,"[140.502838, 40.656055]",藤崎町(青森県),72,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,15183,埋立中,青森県藤崎町
大鰐町唐牛埋立処分場,"[140.606155, 40.494568]",大鰐町(青森県),81,山間,不燃ごみ・直接搬入ごみ,271545,埋立中,青森県大鰐町唐牛
