name,coordinates,address,local_government,annual_throughput,remarks,industrial_waste,resource_recovery,waste_for_processing,processing_method,facility_changes,industrial_waste_transport,reuse_and_repair_features
日置市クリーン・リサイクルセンター,"[130.40239, 31.633722]",鹿児島県日置市,日置市(鹿児島県),1141,436,無し,436,粗大ごみ・不燃ごみ,併用,,展示・譲渡
曽於市クリーンセンター,"[131.019165, 31.65361]",鹿児島県曽於市,曽於市(鹿児島県),1735,172,無し,172,粗大ごみ・不燃ごみ,破砕,,機能なし
串木野環境センター,"[135.587494, 33.665939]",和歌山県田辺市串,いちき串木野市(鹿児島県),912,181,無し,181,粗大ごみ・不燃ごみ,併用,,販売
大口リサイクルプラザ,"[141.888824, 39.37051]",岩手県大槌町大ケ口,伊佐市(鹿児島県),611,160,無し,160,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
さつま町クリーンセンター,"[130.45578, 31.905766]",鹿児島県さつま町,さつま町(鹿児島県),493,,無し,,粗大ごみ・不燃ごみ,併用,,機能なし
屋久島クリーンサポートセンター,"[130.651108, 30.390165]",鹿児島県屋久島,屋久島町(鹿児島県),581,119,無し,119,粗大ごみ・不燃ごみ,併用,,機能なし
与論町リサイクルセンター,"[128.421631, 27.044947]",鹿児島県大島郡与論町,与論町(鹿児島県),137,,無し,,粗大ごみ・不燃ごみ・その他・資源ごみ,圧縮,,機能なし
指宿広域クリーンセンター,"[130.633057, 31.252777]",鹿児島県指宿市,指宿広域市町村圏組合(鹿児島県),656,408,無し,408,粗大ごみ・不燃ごみ・混合（未分別）ごみ・資源ごみ,併用,,機能なし
名瀬クリーンセンター,"[129.4832, 28.330383]",鹿児島県奄美市名瀬,大島地区衛生組合(鹿児島県),3596,591,無し,591,粗大ごみ・不燃ごみ,併用,,機能なし
沖永良部クリーンセンター,"[140.466461, 40.745602]",青森県鶴田町沖,沖永良部衛生管理組合(鹿児島県),539,504,無し,504,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
北薩広域行政事務組合リサイクルセンター,"[141.340973, 43.090778]",北海道札幌市北区,北薩広域行政事務組合(鹿児島県),1205,375,無し,375,粗大ごみ・不燃ごみ,併用,,機能なし
種子島清掃センター,"[136.762207, 36.724594]",石川県津幡町種,種子島地区広域事務組合(鹿児島県),627,107,無し,107,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
徳之島愛ランドクリーンセンター,"[129.018616, 27.726667]",鹿児島県大島郡徳之島町,徳之島愛ランド広域連合(鹿児島県),157,106,無し,106,粗大ごみ,併用,,機能なし
浦添市クリーンセンター,"[127.72184, 26.245716]",沖縄県浦添市,浦添市(沖縄県),1014,81,無し,81,粗大ごみ・不燃ごみ,併用,,機能なし
名護市粗大ごみ処理場(容器包装プラスチック・PETボトル中間処理施設),"[127.977501, 26.591667]",沖縄県名護市,名護市(沖縄県),2403,2403,無し,2403,資源ごみ,圧縮,,機能なし
竹富町リサイクルセンター,"[124.088974, 24.326866]",沖縄県竹富町,竹富町(沖縄県),65,,無し,,粗大ごみ・不燃ごみ・その他,併用,,機能なし
金武地区消防衛生組合金武地区清掃センター,"[130.302185, 33.520981]",福岡県福岡市西区金武,金武地区消防衛生組合(沖縄県),114,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
東部環境美化センター,"[139.490707, 36.010334]",埼玉県川島町東部,南部広域行政組合(沖縄県),437,,無し,,粗大ごみ,併用,,機能なし
島尻環境美化センター,"[139.887054, 35.67345]",千葉県市川市島尻,南部広域行政組合(沖縄県),656,294,無し,294,粗大ごみ,破砕,,機能なし
那覇・南風原クリーンセンター,"[127.679108, 26.212374]",沖縄県那覇市,那覇市・南風原町環境施設組合(沖縄県),1810.27,1507.54,無し,1507.54,粗大ごみ・不燃ごみ,破砕,,機能なし
