都道府県名,地方公共団体名,施設名,埋め立て済み割合,埋立場所,処理対象廃棄物,全体容積(m3),処分場の現状
北海道,日高中部衛生施設組合,日高中部衛生施設組合塵芥処理センター,20,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,60000,埋立中
北海道,日高中部衛生施設組合,日高中部衛生施設組合日高中部塵芥処理センター,70,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,58200,埋立中
北海道,愛別町外３町塵芥処理組合,愛別町外３町塵芥処理組合富沢衛生センター,11,山間,破砕ごみ・中間処理残査・焼却残渣,54000,埋立中
北海道,胆振東部日高西部衛生組合,胆振東部日高西部衛生組合最終処分場,100,平地,その他・焼却残渣,2250,埋立終了
北海道,利尻郡清掃施設組合,利尻郡清掃施設組合利尻郡一般廃棄物最終処分場,84,山間,可燃ごみ・不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,32706,埋立中
北海道,北石狩衛生施設組合,北石狩衛生施設組合北石狩衛生センター最終処分場,23,平地,焼却残渣,194000,埋立中
北海道,南部後志衛生施設組合,南部後志衛生施設組合南後志清掃センター,11,平地,破砕ごみ・中間処理残査・焼却残渣,12900,埋立中
北海道,南部後志衛生施設組合,南部後志衛生施設組合南後志清掃センター,100,平地,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,2516,埋立中
北海道,大雪清掃組合,大雪清掃組合しらかば最終処分場,25,山間,破砕ごみ・中間処理残査・焼却残渣,31700,埋立中
北海道,平取町外３町衛生施設組合,平取町外３町衛生施設組合平取町埋立処理場,43,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,454630,埋立中
北海道,北十勝２町環境衛生処理組合,北十勝２町環境衛生処理組合不燃物埋立処分地,8,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,54000,埋立中
北海道,北十勝２町環境衛生処理組合,北十勝２町環境衛生処理組合不燃物埋立処分地,100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,163335,埋立終了
青森県,青森市,青森市一般廃棄物最終処分場,70,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,3926600,埋立中
青森県,弘前市,弘前市埋立処分場（第一次）,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,404342,埋立中
青森県,弘前市,弘前市埋立処分場（第二次）,24,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,710000,埋立中
青森県,八戸市,八戸市一般廃棄物天狗沢最終処分場,91,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,690000,埋立中
青森県,五所川原市,五所川原市一般廃棄物最終処分場,18,山間,不燃ごみ・粗大ごみ・焼却残渣,246000,埋立中
青森県,三沢市,三沢市一般廃棄物最終処分場,91,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,166330,埋立中
青森県,むつ市,むつ市一般廃棄物最終処分場,40,山間,不燃ごみ・焼却残渣,325102,埋立中
青森県,平内町,平内町外の沢埋立地,95,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,154551,埋立中
青森県,木造町,木造町舘岡埋立処分場,100,山間,不燃ごみ,62076,埋立中
青森県,深浦町,深浦町北金ヶ沢ごみ処理場,92,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,2967,埋立終了
青森県,深浦町,深浦町扇田ごみ処理場,95,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,1008,埋立終了
青森県,深浦町,深浦町杉山沢ごみ処理場,82,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,35000,埋立終了
青森県,森田村,森田村ゴミ処理場,100,山間,不燃ごみ・粗大ごみ,16000,埋立中
青森県,森田村,森田村一般廃棄物最終処分場,31,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ・焼却残渣,16299,埋立中
青森県,岩崎村,岩崎村赤坂ごみ埋立地,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,8000,埋立終了
青森県,柏村,柏村不燃物処理場,72,山間,不燃ごみ,4780,埋立中
青森県,車力村,車力村一般廃棄物最終処分場,33,平地,不燃ごみ・粗大ごみ・焼却残渣,15413,埋立中
青森県,藤崎町,藤崎町埋立処分地施設,72,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,15183,埋立中
青森県,大鰐町,大鰐町唐牛埋立処分場,81,山間,不燃ごみ・直接搬入ごみ,271545,埋立中
青森県,尾上町,尾上町最終処分場,100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ,63381,埋立終了
青森県,平賀町,平賀町営不燃物処理場,49,山間,不燃ごみ・直接搬入ごみ・焼却残渣,55980,埋立中
青森県,碇ヶ関村,碇ヶ関村営不燃物処理場,40,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,7123,埋立中
青森県,板柳町,板柳町一般廃棄物最終処分場,28,山間,不燃ごみ・直接搬入ごみ,31000,埋立中
青森県,金木町,金木町一般廃棄物最終処分場,12,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,53255,埋立中
青森県,中里町,中里町営最終処分場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,45000,埋立中
青森県,中里町,中里町一般廃棄物最終処分場,27,山間,不燃ごみ・粗大ごみ・焼却残渣,47115,埋立中
青森県,鶴田町,鶴田町不燃物埋立処分場,50,山間,不燃ごみ・直接搬入ごみ・焼却残渣,38880,埋立中
青森県,市浦村,市浦村岩井一般廃棄物処理場,96,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,90000,埋立中
青森県,小泊村,小泊村不燃物処理場,99,山間,不燃ごみ・直接搬入ごみ・焼却残渣,19400,埋立中
青森県,野辺地町,野辺地町一般廃棄物最終処分場,8,山間,不燃ごみ・焼却残渣,122600,埋立中
青森県,百石町,百石町一般廃棄物最終処分場,91,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,31000,埋立中
青森県,横浜町,横浜町明神平不燃物最終処分場,93,山間,不燃ごみ・直接搬入ごみ,37215,埋立中
青森県,六ヶ所村,六ヶ所村一般廃棄物最終処分場,14,山間,不燃ごみ・粗大ごみ・焼却残渣,147000,埋立中
青森県,川内町,川内町一般廃棄物最終処分場,48,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,29000,埋立中
青森県,大畑町,大畑町一般廃棄物最終処分場,48,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,54000,埋立中
青森県,大間町,大間町一般廃棄物最終処分場,23,山間,不燃ごみ・直接搬入ごみ・焼却残渣,25000,埋立中
青森県,東通村,東通村清掃センター,58,山間,直接搬入ごみ・粗大ごみ,284550,埋立中
青森県,風間浦村,風間浦村一般廃棄物最終処分場,64,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,15700,埋立中
青森県,佐井村,佐井村不燃物埋立最終処分場,82,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ・焼却残渣,26313,埋立中
青森県,脇野沢村,脇野沢村一般廃棄物最終処分場,92,山間,不燃ごみ・直接搬入ごみ・焼却残渣,19700,埋立中
青森県,三戸町,三戸町営杉ノ平不燃物捨場,100,山間,不燃ごみ,210000,埋立終了
青森県,階上町,階上町不燃物最終処分場,18,山間,破砕ごみ・中間処理残査,13414,埋立中
青森県,福地村,福地村不燃物処理場,79,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,29000,埋立中
青森県,南郷村,南郷村頃巻沢埋立地,77,山間,不燃ごみ,37560,埋立中
青森県,中部上北広域事業組合,中部上北広域事業組合中部上北最終処分場（第２期）,66,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,152847,埋立中
青森県,中部上北広域事業組合,中部上北広域事業組合最終処分場（第１期）,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,48106,埋立中
青森県,中部上北広域事業組合,中部上北広域事業組合焼却灰専用最終処分場,100,山間,焼却残渣,45000,埋立終了
青森県,黒石地区清掃施設組合,黒石地区清掃施設組合沖浦埋立処分地,97,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,732100,埋立中
青森県,西海岸衛生処理組合,西海岸衛生処理組合鯵ヶ沢一般廃棄物最終処分場,44,山間,不燃ごみ・直接搬入ごみ・焼却残渣,48300,埋立中
青森県,三戸地区塵芥処理事務組合,三戸地区塵芥処理事務組合三戸地区不燃物埋立最終処分場,18,山間,破砕ごみ・中間処理残査・焼却残渣,51635,埋立中
青森県,十和田地域広域事務組合,十和田地域広域事務組合十和田最終処分場,91,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,368000,埋立中
青森県,十和田地域広域事務組合,十和田地域広域事務組合五戸第一最終処分場,93,山間,直接搬入ごみ・粗大ごみ,342000,埋立中
青森県,十和田地域広域事務組合,十和田地域広域事務組合五戸第二最終処分場,20,山間,直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,61680,埋立中
青森県,青森地域広域事務組合,青森地域広域事務組合蟹田地区一般廃棄物最終処分場,60,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,30200,埋立中
青森県,青森地域広域事務組合,青森地域広域事務組合今別地区一般廃棄物最終処分場,32,平地,可燃ごみ・不燃ごみ・その他・直接搬入ごみ・焼却残渣,36800,埋立中
青森県,中津軽郡不燃物等ごみ処理事務組合,中津軽郡不燃物等ごみ処理事務組合高森地区埋立処分場,100,山間,不燃ごみ・直接搬入ごみ,272000,埋立終了
青森県,中津軽郡不燃物等ごみ処理事務組合,中津軽郡不燃物等ごみ処理事務組合ＥＣクリーンセンター端穂,6,山間,不燃ごみ・直接搬入ごみ,65500,埋立中
青森県,中津軽郡不燃物等ごみ処理事務組合,中津軽郡不燃物等ごみ処理事務組合新岡地区埋立処分場,100,山間,不燃ごみ・粗大ごみ,39800,埋立終了
岩手県,盛岡市,盛岡市廃棄物処分場,90,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,1017050,埋立中
岩手県,大船渡市,大船渡市廃棄物埋立処分場,22,山間,不燃ごみ,17000,埋立中
岩手県,水沢市,水沢市廃棄物埋立地,86,山間,その他,345150,埋立中
岩手県,北上市,北上市黒岩埋立地,100,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,144000,埋立終了
岩手県,北上市,北上市一般廃棄物最終処分場,10,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,127400,埋立中
岩手県,遠野市,遠野市不燃物埋立地,85,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,265000,埋立中
岩手県,一関市,一関市一般廃棄物埋立処分地,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,201929,埋立終了
岩手県,一関市,一関市一般廃棄物最終処分場,10,山間,不燃ごみ・直接搬入ごみ・焼却残渣,141800,埋立中
岩手県,陸前高田市,陸前高田市一般廃棄物最終処分場,14,山間,破砕ごみ・中間処理残査・焼却残渣,36126,埋立中
岩手県,釜石市,釜石市美谷ヶ沢最終処分場,100,山間,その他・焼却残渣,230000,埋立終了
岩手県,江刺市,江刺市不燃性一般廃棄物埋立処分場,100,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,51000,埋立終了
岩手県,二戸市,二戸市不燃物埋立地,51,山間,焼却残渣,131530,埋立中
岩手県,葛巻町,葛巻町最終処分場,55,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,19800,埋立中
岩手県,岩手町,岩手町前ヶ沢不燃物埋立地,100,山間,破砕ごみ・中間処理残査・焼却残渣,140000,埋立終了
岩手県,滝沢村,滝沢村一般廃棄物最終処分場,32,山間,不燃ごみ・その他・粗大ごみ・焼却残渣,52500,埋立中
岩手県,玉山村,玉山村一般廃棄物最終処分場,40,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,37000,埋立中
岩手県,湯田町,湯田町左草町有林ごみ埋立地,69,山間,不燃ごみ,2700,埋立中
岩手県,沢内村,沢内村一般廃棄物最終処分場,7,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,9000,埋立中
岩手県,沢内村,沢内村蛭山,100,山間,不燃ごみ・粗大ごみ・焼却残渣,11400,埋立終了
岩手県,金ヶ崎町,金ヶ崎町営最終処分地,96,山間,不燃ごみ,70000,埋立中
岩手県,前沢町,前沢町廃棄物埋立処分地,69,山間,不燃ごみ,89169,埋立中
岩手県,胆沢町,胆沢町一般廃棄物最終処分場,89,山間,不燃ごみ・直接搬入ごみ,45500,埋立中
岩手県,衣川村,衣川村一般廃棄物最終処分場,100,山間,不燃ごみ,30000,埋立中
岩手県,花泉町,花泉町一般廃棄物埋立処分場,80,山間,不燃ごみ,28300,埋立中
岩手県,平泉町,平泉町大沢一般廃棄物埋立処分地,99,山間,不燃ごみ・資源・粗大ごみ・焼却残渣,30000,埋立終了
岩手県,大槌町,大槌町新山最終処分場,100,山間,不燃ごみ・焼却残渣,11680,埋立終了
岩手県,大槌町,大槌町一般廃棄物最終処分場,15,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,41300,埋立中
岩手県,宮守村,宮守村一般廃棄物最終処分場,100,山間,不燃ごみ,8700,埋立中
岩手県,田老町,田老町向山不燃物埋立場,100,山間,可燃ごみ・不燃ごみ・粗大ごみ・焼却残渣,28279,埋立終了
岩手県,軽米町,軽米町最終処分場,83,山間,不燃ごみ・焼却残渣,33594,埋立中
岩手県,浄法寺町,浄法寺町灰捨場,100,山間,不燃ごみ・粗大ごみ・焼却残渣,3000,埋立終了
岩手県,安代町,安代町ごみ処理場,100,山間,不燃ごみ・焼却残渣,28022,埋立終了
岩手県,一戸町,一戸町蛇の島埋立地,100,山間,焼却残渣,7500,埋立終了
岩手県,東磐環境組合,東磐環境組合東山清掃センター,70,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,110000,埋立中
岩手県,二戸地区広域行政事務組合,二戸地区広域行政事務組合不燃物処理場,79,山間,不燃ごみ・粗大ごみ,98000,埋立中
岩手県,久慈地区広域行政事務組合,久慈地区広域行政事務組合最終処分場,68,山間,不燃ごみ・破砕ごみ・中間処理残査,121280,埋立中
岩手県,盛岡・紫波地区環境施設組合,盛岡・紫波地区環境施設組合一般廃棄物最終処分場,47,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,69190,埋立中
岩手県,西根地区衛生事務組合,西根地区衛生事務組合双又埋立地,100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,15000,埋立終了
岩手県,西根地区衛生事務組合,西根地区衛生事務組合栗日影沢最終処分場,67,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,56090,埋立中
岩手県,大船渡地区環境衛生組合,大船渡地区環境衛生組合大平最終処分場,70,山間,不燃ごみ・焼却残渣,151688,埋立中
岩手県,大船渡地区環境衛生組合,大船渡地区環境衛生組合一般廃棄物最終処分場,18,山間,破砕ごみ・中間処理残査・焼却残渣,58000,埋立中
